Source	ISIN	ISIN Name	Type	Qty	MktPrice	Total	Statement Date
CDSL	INE916U01025	SHEELA FOAM LIMITED # NEW EQ SH WITH FV RS.5/- AFTER SUB DIVISION	S	8	1010.1	8080.8	4-Jan-25
CDSL	INE232A01011	SHREE DIGVIJAY CEMENT COMPANY LIMITED - EQUITY SHARES	S	53	88.13	4670.89	4-Jan-25
CDSL	INF277K015B9	TATA AM PVT LTD#TATA MF-TATA RESOURCES & ENERGY FUND - DIR PL - GROWTH	MF	784.464	49.771	39043.55774	4-Jan-25
CDSL	INE081A01020	TATA STEEL LIMITED #NEW EQUITY SHARES WITH FACE VALUE RE. 1/- AFTER SUBDIVISION	S	186	138.3	25723.8	4-Jan-25
CDSL	INE280A01028	TITAN COMPANY LIMITED#NEW EQUITY SHARES OF RE-1/-AFTER SUB-DIVISION	S	3	3449.2	10347.6	4-Jan-25
CDSL	INE849A01020	TRENT LIMITED # NEW EQ SH WITH FV RS.1/- AFTER SUB DIVISION	S	3	7306.6	21919.8	4-Jan-25
NSDL	INE021A01026	ASIAN PAINTS LIMITED EQ NEW FV Re. 1/-	S	28	2393.6	67020.8	14-Apr-25
NSDL	INF846K01DP8	AXIS MUTUAL FUND BLUECHIP FD DIRECT GROWTH OPEN ENDED	MF	2544.52	63.38	161271.68	14-Apr-25
NSDL	INE486A01021	CESC LIMITED EQ NEW FV Re. 1/-	S	200	153.7	30740	14-Apr-25
NSDL	INE016A01026	DABUR INDIA LIMITED EQ F.V. RE.1	S	72	461.3	33213.6	14-Apr-25
NSDL	INE066A01021	EICHER MOTORS LIMITED EQ NEW FV RE. 1/-	S	29	5350.9	155176.1	14-Apr-25
NSDL	IN0020200161	GOVERNMENT OF INDIA SGB 11AG28 S V 2.50 FV RS 5334	ETF	20	8814.6	176292	14-Apr-25
NSDL	INE040A01034	HDFC BANK LIMITED EQ NEW FV RE. 1/-	S	26	1806.75	46975.5	14-Apr-25
NSDL	INE030A01027	HINDUSTAN UNILEVER LIMITED EQ F.V. RS 1	S	13	2366.15	30759.95	14-Apr-25
NSDL	INF109KC1NT3	ICICI PRUDENTIAL MUTUAL FUND MUTUAL FUND GOLD EXCHANGE TRADED FD OP	MF	2290	80.28	183841.2	14-Apr-25
NSDL	INF109K012R6	ICICI PRUDENTIAL MUTUAL FUND NIFTY ETF OPEN ENDED	ETF	1222	254.47	310962.34	14-Apr-25
NSDL	INE242A01010	INDIAN OIL CORPORATION LIMITED EQ	S	1050	131.83	138421.5	14-Apr-25
NSDL	INE009A01021	INFOSYS LIMITED EQ FV RS 5	S	40	1409.45	56378	14-Apr-25
NSDL	INE758E01017	JIO FINANCIAL SERVICES LIMITED EQ	S	14	230.02	3220.28	14-Apr-25
NSDL	INF174K01DS9	KOTAK MAHINDRA MUTUAL FUND EMERGING EQUITY SCHEME GROWTH OPTION OPEN	MF	2657.36	111.32	295817.32	14-Apr-25
NSDL	INF769K01HF4	MIRAE ASSET MUTUAL FUND MIRAE ASSET NYSE FANG + ETF	ETF	50	105.62	5281	14-Apr-25
NSDL	INE585A01020	NAPEROL INVESTMENTS LIMITED EQ NEW FV RS.10/-	S	5	897.65	4488.25	14-Apr-25
NSDL	INE0PO601011	NATIONAL PEROXIDE LIMITED EQ	S	5	595.2	2976	14-Apr-25
NSDL	INE239A01024	NESTLE INDIA LIMITED EQ NEW FV RE 1/-	S	102	2361.4	240862.8	14-Apr-25
NSDL	INE848E01016	NHPC LIMITED EQ	S	800	84.2	67360	14-Apr-25
NSDL	INE733E01010	NTPC LIMITED EQ	S	150	360.1	54015	14-Apr-25
NSDL	INE318A01026	PIDILITE INDUSTRIES LIMITED EQ NEW FV RE.1/-	S	40	2952.6	118104	14-Apr-25
NSDL	INF879O01019	PPFAS MUTUAL FUND PARAG PARIKH FLEXICAP FUND REG GROWTH	MF	5595.56	76.8401	429963.39	14-Apr-25
NSDL	INE002A01018	RELIANCE INDUSTRIES LIMITED EQ	S	52	1218.95	63385.4	14-Apr-25
NSDL	INE425Y01011	RPSG VENTURES LIMITED EQ	S	4	804.35	3217.4	14-Apr-25
NSDL	INE803H01014	RUCHIRA PAPERS LIMITED EQ	S	33	120.89	3989.37	14-Apr-25
NSDL	INE020801028	SPENCER'S RETAIL LIMITED EQ NEW FV RS. 5/-	S	12	63.01	756.12	14-Apr-25
NSDL	INE467B01029	TATA CONSULTANCY SERVICES LIMITED EQ NEW FV RE.1/-	S	20	3231.5	64630	14-Apr-25
NSDL	INE280A01028	TITAN COMPANY LIMITED EQ NEW Re.1/-	S	42	3234.9	135865.8	14-Apr-25
CDSL	INE883F01010	AADHAR HOUSING FINANCE LIMITED # EQUITY SHARES	S	15	462.9	6943.5	14-Apr-25
CDSL	INE03Q201024	ALIVUS LIFE SCIENCES LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS. 2/- AFTER SUB DIVISION	S	5	964.45	4822.25	14-Apr-25
CDSL	INE079A01024	AMBUJA CEMENTS LIMITED-NEW EQUITY SHARES OF RS.2/- AFTER SPLIT	S	40	548.55	21942	14-Apr-25
CDSL	INF194KB1AL4	BANDHAN AMC LTD#BANDHAN MF-BANDHAN EMERGING BUSINESS FUND-DIRECT-GROWTH	MF	2051.675	43.541	89331.981	14-Apr-25
CDSL	INE029A01011	BHARAT PETROLEUM CORPORATION LTD EQUITY SHARES	S	47	293.05	13773.35	14-Apr-25
CDSL	INE397D01024	BHARTI AIRTEL LIMITED - EQUITY SHARES OF RE 5/- AFTER SUB-DIVISION	S	4	1757.3	7029.2	14-Apr-25
CDSL	INF760K01EZ8	CANARA ROBECO AMC LTD#CANARA ROBECO MF-CANARA ROBECO EQUITY HYBRID FUND-DIRECT-GROWTH	MF	143.284	372.67	53397.648	14-Apr-25
CDSL	INF760K01EI4	CANARA ROBECO AMC LTD-CANARA ROBECO MF-CANARA ROBECO EMERGING EQUITIES DIRECT PLAN GROWTH	MF	310.83	261.63	81322.453	14-Apr-25
CDSL	INE736A01011	CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED -EQUITY SHARES	S	25	1168	29200	14-Apr-25
CDSL	INE522F01014	COAL INDIA LIMITED - EQUITY SHARES	S	70	392	27440	14-Apr-25
CDSL	INF179K01WA6	HDFC AMC LTD#HDFC MF-HDFC BALANCED ADVANTAGE FUND-DIRECT-GROWTH	MF	18.184	521.217	9477.81	14-Apr-25
CDSL	INE066F01020	HINDUSTAN AERONAUTICS LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS.5/- AFTER SUB-DIVISION	S	7	4104.9	28734.3	14-Apr-25
CDSL	INE0GSL01024	HP ADHESIVES LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS.2/- AFTER SUB-DIVISION	S	228	52.11	11881.08	14-Apr-25
CDSL	INF109K01Y80	ICICI PRU AMC LTD#ICICI PRU MF-ICICI PRU NIFTY NEXT 50 INDEX FUND-DIRECT PLAN-GROWTH	MF	74.402	56.774	4224.099	14-Apr-25
CDSL	INF109KC1NT3	ICICI PRUD ASSET MGMT CO LTD#ICICI PRU MF-ICICI PRUENTIAL GOLD EXCHANGE TRADED FUND	MF	1807	80.33	145156.31	14-Apr-25
CDSL	INF109K014O9	ICICI PRUDENTIAL AMC LTD#ICICI PRU MF-ICICI PRU MULTICAP FUND-DIRECT PLAN-GROWTH	MF	5.807	801.25	4652.859	14-Apr-25
CDSL	INE242A01010	INDIAN OIL CORPORATION LIMITED EQUITY SHARES	S	120	131.8	15816	14-Apr-25
CDSL	INE335Y01020	INDIAN RAILWAY CATERING AND TOURISM CORPORATION LTD#NEW EQUITY SHARES WITH FV RS.2/-AFT SUB DIVISION	S	26	730.75	18999.5	14-Apr-25
CDSL	INE053F01010	INDIAN RAILWAY FINANCE CORPORATION LIMITED # EQUITY SHARES	S	104	124.1	12906.4	14-Apr-25
CDSL	INE984B01023	INTEGRA ENGINEERING INDIA LIMITED #  NEW EQUITY SHARES OF RE.1/- AFTER REDUCTION OF CAPITAL	S	86	219.55	18881.3	14-Apr-25
CDSL	INE379A01028	ITC HOTELS LIMITED # EQUITY SHARES	S	1	200.05	200.05	14-Apr-25
CDSL	INE154A01025	ITC LIMITED - EQUITY SHARES OF RE.1/- AFTER SPLIT	S	14	421.8	5905.2	14-Apr-25
CDSL	INE758E01017	JIO FINANCIAL SERVICES LIMITED # EQUITY SHARES	S	37	230.15	8515.55	14-Apr-25
CDSL	INF174KA1210	KOTAK MAHINDRA AMC LTD#KOTAK MAHINDRA MF-KOTAK BALANCED ADVANTAGE FUND-DIRECT-GROWTH	MF	2042.511	20.678	42235.042	14-Apr-25
CDSL	INE018A01030	LARSEN & TOUBRO LIMITED-EQUITY SHARES OF RS.2/- EACH	S	10	3117.05	31170.5	14-Apr-25
CDSL	INF767K01GW5	LIC MUTUAL FUND AMC LTD-LIC MF-LIC MF INFRASTRUCTURE FUND-DIRECT PLAN-GROWTH OPTION	MF	2460.536	47.314	116417.8	14-Apr-25
CDSL	INF769K01IQ9	MIRAE ASSET IM (I) P LTD#MIRAE ASSET MF-MIRAE GLOBAL ELECTRIC & AUTONOMUOS VEH ETFS FOF-DIR-GROWTH	ETF	1880.482	8.444	15878.79	14-Apr-25
CDSL	INF769K01IS5	MIRAE ASSET IM (I) P LTD#MIRAE ASSET MF-MIRAE GLOBAL X ARTIFICIAL INTELLIG & TECH ETF FOF-DIR-GROWTH	ETF	1188.582	17.475	20770.47	14-Apr-25
CDSL	INF769K01BJ9	MIRAE ASSET IM (I) PVT LTD#MIRAE ASSET MF-MIRAE ASSET LARGE & MIDCAP FUND-DIRECT PL-IDCW PAY	MF	380.134	74.518	28326.825	14-Apr-25
CDSL	INF769K01HF4	MIRAE ASSET IM (I) PVT LTD#MIRAE ASSET MF-MIRAE ASSET NYSE FANG+EXCHANGE TRADED FUND	MF	553	105.62	58407.86	14-Apr-25
CDSL	INF247L01445	MOTILAL OSWAL AMC LTD#MOTILAL OSWAL MF-MOTILAL OSWAL MIDCAP 30 FUND-DIRECT PLAN-GROWTH	MF	567.428	100.56	57060.56	14-Apr-25
CDSL	INE745G01035	MULTI COMMODITY EXCHANGE OF INDIA LIMITED-NEW EQUITY SHARES OF RS 10/- AFTER CONSOLIDATION	S	5	5439.35	27196.75	14-Apr-25
CDSL	INF457M01133	NIPPON LIFE INDIA AM LTD#NIPPON INDIA MF-NIPPON INDIA CPSE ETF RGESS QUALIFIED-GRW OPT	ETF	892	86.06	76765.52	14-Apr-25
CDSL	INF204KB14I2	NIPPON LIFE INDIA AM LTD#NIPPON INDIA MF-NIPPON INDIA ETF NIFTY 50 BEES	ETF	76	256.1	19463.6	14-Apr-25
CDSL	INF204K01K15	NIPPON LIFE INDIA AM LTD#NIPPON INDIA MF-NIPPON INDIA SMALL CAP FUND DIRECT PL DV PL-GROWTH OPT	MF	413.53	165.675	68511.583	14-Apr-25
CDSL	INE260D01016	OLECTRA GREENTECH LIMITED # EQUITY SHARES	S	8	1154.25	9234	14-Apr-25
CDSL	INE752E01010	POWER GRID CORPORATION OF INDIA LIMITED - EQUITY SHARES	S	15	304.1	4561.5	14-Apr-25
CDSL	INF966L01887	QUANT MONEY MANAGERS LTD#QUANT MF-QUANT MIDCAP FUND-DIRECT-GROWTH	MF	278.921	223.768	62413.594	14-Apr-25
CDSL	INF966L01689	QUANT MONEY MANAGERS LTD#QUANT MF-QUANT SMALL CAP FUND-DIRECT-GROWTH	MF	58.406	244.642	14288.561	14-Apr-25
CDSL	INE020B01018	REC LIMITED # EQUITY SHARES	S	62	401.8	24911.6	14-Apr-25
CDSL	INE0N2P01017	RISHABH INSTRUMENTS LIMITED # EQUITY SHARES	S	10	223.35	2233.5	14-Apr-25
CDSL	INE916U01025	SHEELA FOAM LIMITED # NEW EQ SH WITH FV RS.5/- AFTER SUB DIVISION	S	8	657.65	5261.2	14-Apr-25
CDSL	INE232A01011	SHREE DIGVIJAY CEMENT COMPANY LIMITED - EQUITY SHARES	S	116	70.93	8227.88	14-Apr-25
CDSL	INF277K015B9	TATA AM PVT LTD#TATA MF-TATA RESOURCES & ENERGY FUND - DIR PL - GROWTH	MF	825.43	47.996	39617.338	14-Apr-25
CDSL	INE081A01020	TATA STEEL LIMITED #NEW EQUITY SHARES WITH FACE VALUE RE. 1/- AFTER SUBDIVISION	S	329	133.45	43905.05	14-Apr-25
CDSL	INE280A01028	TITAN COMPANY LIMITED#NEW EQUITY SHARES OF RE-1/-AFTER SUB-DIVISION	S	3	3234.9	9704.7	14-Apr-25
CDSL	INE849A01020	TRENT LIMITED # NEW EQ SH WITH FV RS.1/- AFTER SUB DIVISION	S	9	4780.05	43020.45	14-Apr-25
CDSL	INE883F01010	AADHAR HOUSING FINANCE LIMITED # EQUITY SHARES	S	15	444.4	6666	6-Jun-25
CDSL	INE415A01038	AGI GREENPAC LIMITED - NEW EQUITY SHARES OF RS.2/- AFTER SPLIT	S	2	857.25	1714.5	6-Jun-25
CDSL	INE03Q201024	ALIVUS LIFE SCIENCES LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS. 2/- AFTER SUB DIVISION	S	5	1012.3	5061.5	6-Jun-25
CDSL	INE079A01024	AMBUJA CEMENTS LIMITED-NEW EQUITY SHARES OF RS.2/- AFTER SPLIT	S	40	550.1	22004	6-Jun-25
CDSL	INE930P01018	ANUPAM RASAYAN INDIA LIMITED # EQUITY SHARES	S	2	1042.1	2084.2	6-Jun-25
CDSL	INF194KB1AL4	BANDHAN AMC LTD#BANDHAN MF-BANDHAN EMERGING BUSINESS FUND-DIRECT-GROWTH	MF	2051.675	50.18	102953.052	6-Jun-25
CDSL	INE029A01011	BHARAT PETROLEUM CORPORATION LTD EQUITY SHARES	S	47	309.85	14562.95	6-Jun-25
CDSL	INE397D01024	BHARTI AIRTEL LIMITED - EQUITY SHARES OF RE 5/- AFTER SUB-DIVISION	S	4	1878.5	7514	6-Jun-25
CDSL	INF760K01EZ8	CANARA ROBECO AMC LTD#CANARA ROBECO MF-CANARA ROBECO EQUITY HYBRID FUND-DIRECT-GROWTH	MF	143.284	404.27	57925.423	6-Jun-25
CDSL	INF760K01EI4	CANARA ROBECO AMC LTD-CANARA ROBECO MF-CANARA ROBECO EMERGING EQUITIES DIRECT PLAN GROWTH	MF	310.83	291.24	90526.129	6-Jun-25
CDSL	INE736A01011	CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED -EQUITY SHARES	S	25	1778.8	44470	6-Jun-25
CDSL	INE522F01014	COAL INDIA LIMITED - EQUITY SHARES	S	70	394.95	27646.5	6-Jun-25
CDSL	INE600Y01019	DYNAMIC CABLES LIMITED # EQUITY SHARES	S	2	890.05	1780.1	6-Jun-25
CDSL	INF179K01WA6	HDFC AMC LTD#HDFC MF-HDFC BALANCED ADVANTAGE FUND-DIRECT-GROWTH	MF	18.184	557.21	10132.307	6-Jun-25
CDSL	INE066F01020	HINDUSTAN AERONAUTICS LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS.5/- AFTER SUB-DIVISION	S	7	5071.35	35499.45	6-Jun-25
CDSL	INE0GSL01024	HP ADHESIVES LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS.2/- AFTER SUB-DIVISION	S	228	51.16	11664.48	6-Jun-25
CDSL	INF109K01Y80	ICICI PRU AMC LTD#ICICI PRU MF-ICICI PRU NIFTY NEXT 50 INDEX FUND-DIRECT PLAN-GROWTH	MF	74.402	62.017	4614.189	6-Jun-25
CDSL	INF109KC1NT3	ICICI PRUD ASSET MGMT CO LTD#ICICI PRU MF-ICICI PRUENTIAL GOLD EXCHANGE TRADED FUND	MF	1807	84.42	152546.94	6-Jun-25
CDSL	INF109K014O9	ICICI PRUDENTIAL AMC LTD#ICICI PRU MF-ICICI PRU MULTICAP FUND-DIRECT PLAN-GROWTH	MF	5.807	877.11	5093.378	6-Jun-25
CDSL	INE242A01010	INDIAN OIL CORPORATION LIMITED EQUITY SHARES	S	120	139.3	16716	6-Jun-25
CDSL	INE335Y01020	INDIAN RAILWAY CATERING AND TOURISM CORPORATION LTD#NEW EQUITY SHARES WITH FV RS.2/-AFT SUB DIVISION	S	26	781.05	20307.3	6-Jun-25
CDSL	INE053F01010	INDIAN RAILWAY FINANCE CORPORATION LIMITED # EQUITY SHARES	S	104	145.2	15100.8	6-Jun-25
CDSL	INE984B01023	INTEGRA ENGINEERING INDIA LIMITED #  NEW EQUITY SHARES OF RE.1/- AFTER REDUCTION OF CAPITAL	S	86	211.95	18227.7	6-Jun-25
CDSL	INE379A01028	ITC HOTELS LIMITED # EQUITY SHARES	S	1	212.85	212.85	6-Jun-25
CDSL	INE154A01025	ITC LIMITED - EQUITY SHARES OF RE.1/- AFTER SPLIT	S	14	419.3	5870.2	6-Jun-25
CDSL	INE758E01017	JIO FINANCIAL SERVICES LIMITED # EQUITY SHARES	S	37	291.4	10781.8	6-Jun-25
CDSL	INE138Y01010	KFIN TECHNOLOGIES LIMITED # EQUITY SHARES	S	2	1205.8	2411.6	6-Jun-25
CDSL	INF174KA1210	KOTAK MAHINDRA AMC LTD#KOTAK MAHINDRA MF-KOTAK BALANCED ADVANTAGE FUND-DIRECT-GROWTH	MF	2042.511	22.178	45298.809	6-Jun-25
CDSL	INE018A01030	LARSEN & TOUBRO LIMITED-EQUITY SHARES OF RS.2/- EACH	S	10	3641.75	36417.5	6-Jun-25
CDSL	INF767K01GW5	LIC MUTUAL FUND AMC LTD-LIC MF-LIC MF INFRASTRUCTURE FUND-DIRECT PLAN-GROWTH OPTION	MF	2460.536	56.574	139202.364	6-Jun-25
CDSL	INF769K01IQ9	MIRAE ASSET IM (I) P LTD#MIRAE ASS MF-MIRA GLOBAL ELECTRIC & AUTONOMOUS VEHICLES EQ PASSIVE FOF-D-GR	ETF	1880.482	9.628	18105.281	6-Jun-25
CDSL	INF769K01IS5	MIRAE ASSET IM (I) P LTD#MIRAE ASSET MF-MIRAE GLOBAL X ARTIFICIAL INTELLIG & TECH ETF FOF-DIR-GROWTH	ETF	1188.582	20.915	24859.193	6-Jun-25
CDSL	INF769K01BJ9	MIRAE ASSET IM (I) PVT LTD#MIRAE ASSET MF-MIRAE ASSET LARGE & MIDCAP FUND-DIRECT PL-IDCW PAY	MF	380.134	83.427	31713.439	6-Jun-25
CDSL	INF769K01HF4	MIRAE ASSET IM (I) PVT LTD#MIRAE ASSET MF-MIRAE ASSET NYSE FANG+EXCHANGE TRADED FUND	MF	553	136.43	75445.79	6-Jun-25
CDSL	INF247L01445	MOTILAL OSWAL AMC LTD#MOTILAL OSWAL MF-MOTILAL OSWAL MIDCAP 30 FUND-DIRECT PLAN-GROWTH	MF	567.428	114.915	65205.989	6-Jun-25
CDSL	INE745G01035	MULTI COMMODITY EXCHANGE OF INDIA LIMITED-NEW EQUITY SHARES OF RS 10/- AFTER CONSOLIDATION	S	5	7102.35	35511.75	6-Jun-25
CDSL	INF457M01133	NIPPON LIFE INDIA AM LTD#NIPPON INDIA MF-NIPPON INDIA CPSE ETF RGESS QUALIFIED-GRW OPT	ETF	892	92.36	82385.12	6-Jun-25
CDSL	INF204KB14I2	NIPPON LIFE INDIA AM LTD#NIPPON INDIA MF-NIPPON INDIA ETF NIFTY 50 BEES	ETF	76	277.93	21122.68	6-Jun-25
CDSL	INF204K01K15	NIPPON LIFE INDIA AM LTD#NIPPON INDIA MF-NIPPON INDIA SMALL CAP FUND DIRECT PL DV PL-GROWTH OPT	MF	413.53	188.072	77773.414	6-Jun-25
CDSL	INE265B01019	NITTA GELATIN INDIA LIMITED - EQUITY SHARES	S	4	856.8	3427.2	6-Jun-25
CDSL	INE260D01016	OLECTRA GREENTECH LIMITED # EQUITY SHARES	S	8	1219.8	9758.4	6-Jun-25
CDSL	INE752E01010	POWER GRID CORPORATION OF INDIA LIMITED - EQUITY SHARES	S	15	294.25	4413.75	6-Jun-25
CDSL	INF966L01887	QUANT MONEY MANAGERS LTD#QUANT MF-QUANT MIDCAP FUND-DIRECT-GROWTH	MF	278.921	246.359	68714.699	6-Jun-25
CDSL	INF966L01689	QUANT MONEY MANAGERS LTD#QUANT MF-QUANT SMALL CAP FUND-DIRECT-GROWTH	MF	58.406	274.269	16018.955	6-Jun-25
CDSL	INE020B01018	REC LIMITED # EQUITY SHARES	S	62	403	24986	6-Jun-25
CDSL	INE0N2P01017	RISHABH INSTRUMENTS LIMITED # EQUITY SHARES	S	10	300.95	3009.5	6-Jun-25
CDSL	INE916U01025	SHEELA FOAM LIMITED # NEW EQ SH WITH FV RS.5/- AFTER SUB DIVISION	S	8	656.3	5250.4	6-Jun-25
CDSL	INE232A01011	SHREE DIGVIJAY CEMENT COMPANY LIMITED - EQUITY SHARES	S	116	78.06	9054.96	6-Jun-25
CDSL	INF277K015B9	TATA AM PVT LTD#TATA MF-TATA RESOURCES & ENERGY FUND - DIR PL - GROWTH	MF	825.43	51.53	42534.408	6-Jun-25
CDSL	INE081A01020	TATA STEEL LIMITED #NEW EQUITY SHARES WITH FACE VALUE RE. 1/- AFTER SUBDIVISION	S	329	158	51982	6-Jun-25
CDSL	INE280A01028	TITAN COMPANY LIMITED#NEW EQUITY SHARES OF RE-1/-AFTER SUB-DIVISION	S	3	3503.65	10510.95	6-Jun-25
CDSL	INE849A01020	TRENT LIMITED # NEW EQ SH WITH FV RS.1/- AFTER SUB DIVISION	S	9	5673.5	51061.5	6-Jun-25
CDSL	INE0AE001013	VISHNU PRAKASH R PUNGLIA LIMITED # EQUITY SHARES	S	12	170.75	2049	6-Jun-25
NSDL	INE021A01026	ASIAN PAINTS LIMITED EQ NEW FV Re. 1/-	S	28	2243.5	62818	6-Jun-25
NSDL	INF846K01DP8	AXIS MUTUAL FUND BLUECHIP FD DIRECT GROWTH OPEN ENDED	MF	2691.35	68.6	184626.61	6-Jun-25
NSDL	INE486A01021	CESC LIMITED EQ NEW FV Re. 1/-	S	200	166.54	33308	6-Jun-25
NSDL	INE016A01026	DABUR INDIA LIMITED EQ F.V. RE.1	S	72	488.7	35186.4	6-Jun-25
NSDL	INE066A01021	EICHER MOTORS LIMITED EQ NEW FV RE. 1/-	S	31	5308.5	164563.5	6-Jun-25
NSDL	IN0020200161	GOVERNMENT OF INDIA SGB 11AG28 S V 2.50 FV RS 5334	ETF	20	9701.94	194038.8	6-Jun-25
NSDL	INE040A01034	HDFC BANK LIMITED EQ NEW FV RE. 1/-	S	26	1949.6	50689.6	6-Jun-25
NSDL	INE030A01027	HINDUSTAN UNILEVER LIMITED EQ F.V. RS 1	S	13	2376.4	30893.2	6-Jun-25
NSDL	INF109K012R6	ICICI PRUDENTIAL MUTUAL FUND NIFTY ETF OPEN ENDED	ETF	1368	276.41	378128.88	6-Jun-25
NSDL	INF109KC1NT3	ICICI PRUDENTIAL MUTUAL FUND MUTUAL FUND GOLD EXCHANGE TRADED FD OP	MF	2450	84.15	206167.5	6-Jun-25
NSDL	INE242A01010	INDIAN OIL CORPORATION LIMITED EQ	S	1050	139.24	146202	6-Jun-25
NSDL	INE009A01021	INFOSYS LIMITED EQ FV RS 5	S	40	1554.3	62172	6-Jun-25
NSDL	INE758E01017	JIO FINANCIAL SERVICES LIMITED EQ	S	14	291.5	4081	6-Jun-25
NSDL	INF174K01DS9	KOTAK MAHINDRA MUTUAL FUND EMERGING EQUITY SCHEME GROWTH OPTION OPEN	MF	2819.58	131.725	371409.18	6-Jun-25
NSDL	INF769K01HF4	MIRAE ASSET MUTUAL FUND MIRAE ASSET NYSE FANG + ETF	ETF	50	119.12	5956	6-Jun-25
NSDL	INE585A01020	NAPEROL INVESTMENTS LIMITED EQ NEW FV RS.10/-	S	5	1003.15	5015.75	6-Jun-25
NSDL	INE0PO601011	NATIONAL PEROXIDE LIMITED EQ	S	5	608.4	3042	6-Jun-25
NSDL	INE239A01024	NESTLE INDIA LIMITED EQ NEW FV RE 1/-	S	102	2401.3	244932.6	6-Jun-25
NSDL	INE848E01016	NHPC LIMITED EQ	S	800	87.63	70104	6-Jun-25
NSDL	INE733E01010	NTPC LIMITED EQ	S	150	328.65	49297.5	6-Jun-25
NSDL	INE318A01026	PIDILITE INDUSTRIES LIMITED EQ NEW FV RE.1/-	S	44	3053.2	134340.8	6-Jun-25
NSDL	INF879O01019	PPFAS MUTUAL FUND PARAG PARIKH FLEXICAP FUND REG GROWTH	MF	5842.57	82.8518	484067.44	6-Jun-25
NSDL	INE002A01018	RELIANCE INDUSTRIES LIMITED EQ	S	52	1442.4	75004.8	6-Jun-25
NSDL	INE425Y01011	RPSG VENTURES LIMITED EQ	S	4	940.1	3760.4	6-Jun-25
NSDL	INE803H01014	RUCHIRA PAPERS LIMITED EQ	S	33	143.15	4723.95	6-Jun-25
NSDL	INE020801028	SPENCER'S RETAIL LIMITED EQ NEW FV RS. 5/-	S	12	62.17	746.04	6-Jun-25
NSDL	INE467B01029	TATA CONSULTANCY SERVICES LIMITED EQ NEW FV RE.1/-	S	20	3371.1	67422	6-Jun-25
NSDL	INE280A01028	TITAN COMPANY LIMITED EQ NEW Re.1/-	S	42	3504	147168	6-Jun-25
CDSL	INE883F01010	AADHAR HOUSING FINANCE LIMITED # EQUITY SHARES	S	15	509.35	7640.25	29-Jul-25
CDSL	INE415A01038	AGI GREENPAC LIMITED - NEW EQUITY SHARES OF RS.2/- AFTER SPLIT	S	2	972.6	1945.2	29-Jul-25
CDSL	INE03Q201024	ALIVUS LIFE SCIENCES LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS. 2/- AFTER SUB DIVISION	S	5	1016.45	5082.25	29-Jul-25
CDSL	INE079A01024	AMBUJA CEMENTS LIMITED-NEW EQUITY SHARES OF RS.2/- AFTER SPLIT	S	40	610.05	24402	29-Jul-25
CDSL	INE930P01018	ANUPAM RASAYAN INDIA LIMITED # EQUITY SHARES	S	2	1128.8	2257.6	29-Jul-25
CDSL	INF194KB1AL4	BANDHAN AMC LTD#BANDHAN MF-BANDHAN SMALL CAP FUND-DIRECT-GROWTH	MF	2051.675	50.996	104627.218	29-Jul-25
CDSL	INE029A01011	BHARAT PETROLEUM CORPORATION LTD EQUITY SHARES	S	47	334.85	15737.95	29-Jul-25
CDSL	INE397D01024	BHARTI AIRTEL LIMITED - EQUITY SHARES OF RE 5/- AFTER SUB-DIVISION	S	4	1918	7672	29-Jul-25
CDSL	INF760K01EZ8	CANARA ROBECO AMC LTD#CANARA ROBECO MF-CANARA ROBECO EQUITY HYBRID FUND-DIRECT-GROWTH	MF	143.284	404.81	58002.796	29-Jul-25
CDSL	INF760K01EI4	CANARA ROBECO AMC LTD-CANARA ROBECO MF-CANARA ROBECO LARGE AND MID CAP FUND DIRECT PLAN GROWTH	MF	310.83	292.03	90771.685	29-Jul-25
CDSL	INE736A01011	CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED -EQUITY SHARES	S	25	1539.7	38492.5	29-Jul-25
CDSL	INE522F01014	COAL INDIA LIMITED - EQUITY SHARES	S	70	383.75	26862.5	29-Jul-25
CDSL	INE600Y01019	DYNAMIC CABLES LIMITED # EQUITY SHARES	S	4	400.85	1603.4	29-Jul-25
CDSL	INF179K01WA6	HDFC AMC LTD#HDFC MF-HDFC BALANCED ADVANTAGE FUND-DIRECT-GROWTH	MF	18.184	555.14	10094.666	29-Jul-25
CDSL	INE066F01020	HINDUSTAN AERONAUTICS LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS.5/- AFTER SUB-DIVISION	S	7	4500.05	31500.35	29-Jul-25
CDSL	INE0GSL01024	HP ADHESIVES LIMITED#NEW EQUITY SHARES WITH FACE VALUE RS.2/- AFTER SUB-DIVISION	S	228	49.07	11187.96	29-Jul-25
